-0.08879813	0.012108862	0.010575955	-0.07384358	0.006731574	-0.036167126	0.00015107088	0.13922904	0.021197919	0.04790737	-0.06351645	0.011945889	0.025632057	-0.04957144	0.008758924	-0.0039188867
-0.047477704	0.010434081	0.027784547	-0.037168995	0.06221151	-0.00668997	-0.047153506	0.14065333	0.090888895	0.072930485	-0.0011911992	-0.023026811	0.033562243	0.0011122146	0.076755285	0.0064513315
-0.061332203	0.008034108	0.0803878	-0.024248958	0.031935565	-0.026436318	-0.01395245	0.084643975	-0.026441809	0.12793535	-0.035586886	-0.09335722	0.07049485	0.042009704	0.074294	0.07533214
-0.096256234	0.050085302	0.067618914	-0.045456856	0.005552668	0.057018366	0.0049182996	0.046920884	0.024734383	0.08679286	-0.020677136	-0.004765233	-0.05061612	-0.0020870527	0.01083385	0.031516194
-0.03491776	0.020339826	0.0034994073	-0.049265463	0.079795435	-0.018792592	-0.003851804	0.03325385	0.025140472	0.060319353	-0.0150638055	-0.06459661	0.04387689	-0.06284552	0.04083365	-0.008983921
-0.013504514	0.119078785	-0.003660555	-0.033615556	0.033890698	-0.01200657	-0.06165192	0.04249871	0.025094505	0.1471454	-0.07312097	-0.023906907	-0.015725702	-0.058662128	0.007481234	-0.0066116196
-0.03018125	0.003506774	0.012892603	-0.11445093	0.111671604	0.045610465	-0.005615445	0.12600021	-0.044757232	0.049499363	-0.060684018	-0.012559003	0.016008873	-0.021757448	0.09612933	0.04194599
-0.046250686	0.04142661	0.012519806	-0.105095185	-0.02894559	0.022841992	0.0031980383	0.046415914	0.034612514	0.10210455	-0.037045274	-0.030708462	0.016738055	-0.011486712	-0.01315189	0.035026293
-0.08821219	-0.01083604	0.021787483	-0.03534823	0.046490446	-0.043242477	-0.046406973	0.18584171	0.00041905278	0.04596962	-0.040746346	-0.04624562	0.006640252	0.008664746	-0.016019639	0.061773308
-0.07814281	-0.049462516	0.051142566	-0.003566889	0.071969025	0.06789306	-0.015836716	0.12429669	-0.049388308	0.103155	-0.042489663	-0.011541075	0.08840194	0.034093685	0.0847858	0.05551672
-0.01792595	0.09551506	-0.021264732	0.020888405	0.006153349	-0.019251296	0.01871578	0.06338215	-0.014632582	0.018668378	-0.009676903	-0.047181606	-0.02398856	-0.014678053	0.028502144	0.036361583
0.008081668	0.03674778	-0.024723023	-0.09689666	0.013232975	0.07191247	-0.10032344	0.08651402	0.06575066	0.062420435	-0.02526031	-0.034688424	0.0032654295	0.017162856	-0.04406465	0.08370689
0.0099187	0.07084318	0.06607632	-0.05465403	-0.016329585	-0.020140925	0.0085191075	0.01575922	0.03267413	0.055278774	-0.07074867	-0.027527146	0.044871	-0.010249128	-0.00048156673	0.037394393
-0.129198	-0.10756641	-0.06889603	-0.055275247	-0.0049862866	-0.047422316	-0.07785857	0.017307226	0.033791117	-0.056405902	-0.06437598	0.044687808	-0.0027065293	-0.03907948	-0.030835085	-0.050081875
-0.07106623	0.04134661	0.00405519	-0.019796392	-0.033332724	0.017661383	0.021004742	0.12832844	-0.01637622	0.06515276	0.043593477	-0.0961143	-0.0015463777	0.026889073	0.033893887	-0.0056326175
-0.11768093	0.0396302	-0.07939417	-0.0018348836	0.022010943	0.01790366	-0.02830371	0.11997473	0.022574482	0.0060490556	-0.03530158	-0.035065643	0.040004306	0.0022110068	0.023950918	-0.012682592
-0.019702058	0.049487915	-0.012100345	4.7047542e-05	-0.028198138	0.1389432	-0.03124738	0.07663938	0.040410146	0.11761099	-0.06053439	-0.05145282	-0.061732277	0.041642345	0.06470598	-0.026525555
0.007437273	-0.033814706	-0.038415354	0.019149	0.05990697	0.045093756	0.04049471	0.14029178	0.024930464	0.10739193	0.029422376	0.003173471	-0.020246774	0.110918835	-0.010615226	0.010549438
0.028412467	0.01855758	-0.018201075	-0.020118508	0.14365971	0.024731012	-0.031573936	0.08442288	-0.003570358	0.097042836	-0.019931342	0.05926978	-0.03201401	-0.09731841	0.05469462	-0.08555187
-0.09056932	0.014923889	0.04311184	0.027543211	0.1146974	-0.08625666	-0.08752413	-0.0019458667	0.03451723	0.032558497	0.04577792	-0.0029933576	-0.0061078477	0.09166817	0.0240787	0.030780938
-0.16295734	0.05254212	-0.01304601	-0.048928224	-0.10135586	-0.06297364	-0.07813927	-0.06392957	0.096732676	0.014426119	-0.044186268	-0.026261985	0.020137245	0.031184053	0.03248075	0.0014437133
